user_id,text,tweet_id,botornot,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount
3448073356,"""RT @KrahMax: #Merkel kann nur durch eine Meuterei in der #CDU gestürzt werden. Die kommt bei AfD&gt;15% und CDU&lt;30%. #AfD wählen nützt! #TrauD…""",911586117522247680,1,2,0,1,23,15,85,21,4,126,23,0,2,0,0,4,4,0,0
128627900,"""Durchhalten #AfD #btw17 #gehwaehlen\n#Wahlbeobachter #traudichDeutschland für #Weidel  \nund #Gauland #FreeNikolai ge… https://t.co/LqbRB1h3OU""",911311395567947776,1,1,0,0,12,14,96,19,4,132,12,0,2,0,0,3,8,0,1
888100243971223553,"""Am 24.9.2017 #Linke  Gegen Mietenwahnsinn und Gentrifizierung.Für bezahlbaren Wohnraum in kommunaler Hand. #BTW17 #mietpreise #miete""",911479389954682881,0,4,0,0,15,6,89,11,9,119,15,0,2,0,0,0,4,0,0
392127572,"""RT @StephanMock: #AfD hetzt mit Fälschung gegen Merkel und Flüchtlinge - #TrauDichDeutschland #noafd  https://t.co/SDakWOby4x""",911318800460546050,0,1,0,0,14,13,83,15,1,113,14,0,2,0,0,4,3,0,1
21675546,"""RT @CDU: Seriöse Verschläge? Durchgerechnete Pläne? Fehlanzeige bei Schulz und seiner SPD! #btw17 #schlussrunde https://t.co/e0xVa0MKRm""",911294521073393669,0,1,0,1,15,11,87,17,4,123,15,0,2,0,0,3,2,0,1
245490505,"""#btw17 wéi hunn Lëtzebuerger zu #Berlin den Wahlkampf erlieft? Aschalten den Owend op @RTLlu @thorben https://t.co/r0w9meT003""",911585552402669569,0,1,0,0,15,5,81,14,7,109,15,0,2,0,0,3,2,0,1
844425259877126144,"""RT @Gnooah: Für jeden der eventuell darüber nachdenkt die #Afd am Sonntag zu wählen.\nDenk eventuell noch einmal nach und schaut… """,911472757069828096,0,1,0,0,20,5,88,11,0,103,20,0,2,0,0,0,1,0,0
878215645,"""Sehr, sehr lesenswert! https://t.co/4Qg2cADVTH""",911473974353301504,0,1,1,1,4,7,27,9,2,45,4,0,2,0,0,3,0,0,1
1895030964,"""Last but not at least: Warum es falsch ist wählen zu gehen – #BTW17\n\nhttps://t.co/JkVJvK8tvI\n\n#noch1Tag https://t.co/gPpBJGkrXz""",911544754185408513,0,2,0,0,15,15,79,21,4,119,15,0,2,0,0,6,2,0,2
288913727,"""RT @fl_ow_de: @focusonline Ja, immer weiter so. Jeder Hetzartikel im Gewand journalistischer Pseudo aufklärung bring neue Wähler… """,911482870954446848,1,1,1,0,18,2,97,12,0,115,18,0,2,0,0,0,0,0,0
1879699459,"""@dieLinke Soziale Gerechtigkeit! 🙌\n\nFür unsere Kinder!!! \n\nhttps://t.co/sUg7b2lwCo""",911446951538888705,1,1,0,4,7,4,56,18,2,82,7,0,2,0,0,3,0,0,1
2423329557,"""RT @AfDBund: GEWINNEN MIT DER #AfD: Schicken Sie uns ein Foto ihres unterschriebenen Wahlzettels und gewinnen Sie 1000x100 EUR #BTW17 #Trau…""",911553487258947584,0,0,0,0,20,24,69,9,9,119,20,0,2,0,0,0,3,0,0
851453408481554435,"""Eines ist sicher am 24.9.2017: Wahlurne in Deutschland, #FREIEWÄHLER und gut! Herzlichen Dank. #Helmstedt… https://t.co/fsVQ351o4l""",911445489064738818,1,4,1,1,15,15,72,17,11,118,15,0,2,0,0,3,2,0,1
2353509074,"""@svenlehmann gibt noch mal alles! Für #sozialeGerechtigkeit #BTW17 https://t.co/ZEjxC2NwG4""",911271718118920193,0,1,0,1,9,9,59,12,4,84,9,0,2,0,0,3,2,0,1
42287135,"""Kurze Endspurt-Pause in einem ganz besonderen Laden: 🐸 #72hspd #btw17 #SVWSCF""",911600715155591168,0,0,0,0,11,8,47,8,4,69,11,0,2,0,0,1,3,0,0
892018207393017856,"""RT @VeraBerg1981: Ich wähle Sicherheit für meine Kinder! Ich wähle #AfD und werde #Wahlbeobachter! https://t.co/e3XzpUPfkD""",911553905305227264,0,1,0,2,13,11,70,15,5,102,13,0,2,0,0,3,2,0,1
814902039494979585,"""RT @AfD: Die Positionen der #AfD zur #Btw17 in einem Kurzvideo auf einen Blick!\n#TrauDichDeutschland\nYouTube-Version:… """,911539663869038592,1,0,0,1,15,13,77,13,2,109,15,0,2,0,0,1,3,0,0
849166172536877057,"""Zufrieden mieten, ohne Sorgen.\n#FREIEWÄHLER eben\nDie #anstaendigeAlternative\nhttps://t.co/z0cZNL748t\n#btw17 #ltwnds https://t.co/tWsyasj3hS""",911330982661431296,1,3,1,0,8,19,89,23,7,138,8,0,2,0,0,6,4,0,2
872866405754036224,"""RT @AfD: Wahlaufruf unserer Bundessprecherin @FraukePetry:\n»Wählen Sie bei der #Btw17 so, wie Sie denken &amp; fühlen!«\n#Btw17… """,911556347505909760,0,0,1,1,16,9,80,19,4,113,16,0,2,0,0,1,2,0,0
129190643,"""@ZDFheute Fehlt im #CDU- und #SPD-#Wahlprogramm\nPro #Bargeld und gegen #Bargeldobergrenze stimmen!\n👉🏽… https://t.co/hKdl1JI2dM""",911275725377941504,1,1,0,1,11,17,75,21,2,116,11,0,2,0,0,5,5,0,1
1149368594,"""RT @PiratenAGDrogen: 5 % Hürde (Ab)schaffen :-)\n\nWahlempfehlung zur #BTW17 vom @hanfverband \n#FreuDichAufDasNeuland #Piraten\nhttps://t.co/G…""",911552915000774656,1,1,0,0,13,18,88,25,3,134,13,0,2,1,2,5,3,0,1
823244697711812608,"""RT @DieterBrehms: #Hamburg-#Identitäre Aktion in der Innenstadt.  Gegen die #CDU - Wer einmal lügt, dem glaubt man nicht…… """,911290834204659712,1,1,1,0,19,9,80,15,0,106,19,0,2,0,0,2,3,0,0
3437809241,"""#wahlarena Gauland offensichtich im Konflikt mit sich selbst. Würde gerne mal in seinen Kopf reingucken. #BTW17""",911322701737979905,0,2,0,0,16,3,83,7,2,98,16,0,2,0,0,0,2,0,0
3418705371,"""RT @AfDBund: GEWINNEN MIT DER #AfD: Schicken Sie uns ein Foto ihres unterschriebenen Wahlzettels und gewinnen Sie 1000x100 EUR #BTW17 #Trau…""",911469341731901440,0,0,0,0,20,24,69,9,9,119,20,0,2,0,0,0,3,0,0
849166172536877057,"""Energie erzeugen, wo sie gebraucht wird. #FREIEWÄHLER eben Die #anstaendigeAlternative https://t.co/z0cZNL748t… https://t.co/HCmgD4G91b""",911342739945553920,1,3,1,0,12,20,81,18,7,126,12,0,2,0,0,6,2,0,2
757619525747609600,"""RT @Dietmar_Gedig: +++ Angriff von Linken auf #AfD Infostand in #Wuppertal. +++ https://t.co/6Ysw13DVHJ #Linksextreme… """,911592025014902784,1,2,0,0,14,13,67,18,3,104,14,0,2,0,0,6,3,0,1
2579272147,"""RT @GuidoDietel: #DirekteDemokratie - Der Staat ist zum Selbstbedienungsladen der Parteien verkommen. Das müssen wir ändern.\n#AfD \nhttps://…""",911324258797785088,1,2,0,0,17,8,100,17,0,128,17,0,2,0,0,3,2,0,1
826413753797328896,"""RT @Dietmar_Gedig: ANSCHLAG AUF MEIN HAUS+KFZ! 😠 Nun gilt umso mehr: Am Sonntag #AfD wählen!📣 #Opposition #Bundestag #Wuppertal #btw17… """,911487668885827585,0,0,0,2,20,27,66,18,2,119,20,0,2,0,0,1,5,0,0
854582765576232960,"""RT @AfDBerlin: Schicke Handyhintergründe und viele andere #AfD-Grafiken im kostenlosen Download.\n\n▶️ https://t.co/vRgJU2RCDk… """,911508906148495360,0,2,0,0,13,14,83,18,1,118,13,0,2,0,0,4,1,0,1
846405093708763136,"""RT @GtzFrmming: #Schulz hat Recht! #SPD wählt #AfD #zeitfuermartin #72hSPD https://t.co/jdortIkpi3""",911520982388674560,1,1,0,1,11,14,57,16,3,90,11,0,2,0,0,3,5,0,1
888791028005818368,"""RT @AfD_Magdeburg: Vorsicht vor den offiziellen Prognosen des #Staatsfunks und der gleichgeschlossenen Medien! Es besteht #FakeNews Ge… """,911290299229622272,1,0,0,1,18,8,99,9,0,121,18,0,2,0,0,0,2,0,0
49625337,"""RT @dnsmichi: Geht wählen. Ich darf in GER leider nicht. #BTW17 #noafd https://t.co/IcpJgQZIxk""",911576900103020544,0,3,0,0,13,12,54,14,2,84,13,0,2,0,0,3,2,0,1
2999837297,"""RT @MalteKaufmann: Bei #CDU #CSU liegen Nerven blank. Kein Wunder, wenn man Millionen Wähler vergrault &amp; Kurskorrektur verweigert. #AfD\nhtt…""",911354994686939138,1,2,1,0,19,12,96,15,0,129,19,0,2,0,0,1,3,0,0
3400057654,"""RT @ralphruthe: Zu viel Text für Twitter, daher als Screenshot.\n\n#bundestagswahl2017 #AfD https://t.co/04xn1nIEhC""",911509913448452096,0,2,1,0,12,7,73,16,7,106,12,0,2,0,0,3,2,0,1
704159540099604480,"""@DietmarBartsch Cooles Interview mit @TiloJung ! Habe per Briefwahl schon mein Kreuz bei @dieLinke gemacht. :)""",911368924876480513,0,1,0,1,16,5,78,9,0,97,16,0,2,0,1,0,0,0,0
825730639194361856,"""RT @Rauten_Ratte: #Wendewahl oder zusehen wie #Merkel in den nächsten 4 Jahren unser Land unwiderruflich vor die Wand fährt! https://t.co/Y…""",911572230303354883,1,1,0,1,20,7,98,16,1,123,20,0,2,0,0,3,2,0,1
53621886,"""RT @ralphruthe: Zu viel Text für Twitter, daher als Screenshot.\n\n#bundestagswahl2017 #AfD https://t.co/04xn1nIEhC""",911259926252675073,0,2,1,0,12,7,73,16,7,106,12,0,2,0,0,3,2,0,1
4866993340,"""RT @ValeriusGladius: Dr Alice Weidel - AfD einzige Partei, die Eurorettung kritisiert ... #wendewahl #AfD https://t.co/KHdppX544c""",911590396748234753,1,4,1,0,16,10,81,16,3,116,16,0,2,0,0,4,2,1,1
304698232,"""RT @Almudct: Ultraderechistas de #AfD boicotean mitin de #Merkel en #Bitterfeld-Wolfen #BTW17 #EleccionesAlemania… """,911268359932727296,0,0,0,0,13,13,75,11,2,102,13,0,2,0,0,1,5,0,0
594854968,"""RT @ralphruthe: Zu viel Text für Twitter, daher als Screenshot.\n\n#bundestagswahl2017 #AfD https://t.co/04xn1nIEhC""",911283697265074182,0,2,1,0,12,7,73,16,7,106,12,0,2,0,0,3,2,0,1
64373974,"""RT @arensch: #Servicetweet an alle #Erstwähler: Like = Kreuz. Gern geschehen. #btw17 #fb""",911528521734017025,0,2,0,0,13,4,57,13,2,78,13,0,2,0,0,1,4,0,0
851723283770859521,"""Fracking? Nicht unter deutschem Boden!\n#FREIEWÄHLER eben\nDie #anstaendigeAlternative\nhttps://t.co/cbc0ZNCrF8\n#btw17… https://t.co/bXdo3EZnKK""",911567563880112129,1,2,0,1,8,23,87,23,5,139,8,0,2,0,0,6,3,0,2
4203383723,"""RT @Hartes_Geld: Die Staatsanwaltschaft hat von einem Haftbefehl abgesehen.\nUnter #Merkel wurde Vergewaltigung zum Kavaliersdelikt!\nhttps…""",911568675399925766,1,1,0,1,14,6,107,11,0,129,14,0,2,0,0,0,1,0,1
107528702,"""RT @DoraBromberger: Im #BTW17Countdown laufen manche zur Höchstform auf. So wie dieser junge Herr, der #Haltung gegen die #AfD zeigt.… """,911609526457126912,0,2,1,0,21,11,89,12,2,117,21,0,2,0,0,0,3,0,0
804741857607647232,"""RT @heuteshow: Wer immer noch denkt, die #AfD wäre eine ganz normale Partei: Diese stramm rechten Politiker könnten am Sonntag in… """,911527620420018177,0,0,1,0,22,4,95,10,0,112,22,0,2,0,0,0,1,0,0
19149077,"""RT @EgoRepair: Fachkräfte eben! Von Politikern auserkoren, die auch nicht viel mehr können: Steuerzahler ausplündern!… """,911330978102153216,1,0,1,2,16,4,89,12,0,106,16,0,2,0,0,0,0,0,0
1166380813,"""RT @FWniHannover: Lebensabend genießen.\n#FREIEWÄHLER eben\nDie #anstaendigeAlternative\nhttps://t.co/Ev7jlasrNk\n#btw17 #ltwnds https://t.co/z…""",911383943500500993,1,3,0,0,8,20,91,26,3,139,8,0,2,0,0,6,4,0,2
849166172536877057,"""Neinsager oder guter Menschenverstand?\n#FREIEWÄHLER eben\nDie #anstaendigeAlternative\nhttps://t.co/z0cZNL748t\n#btw17… https://t.co/lMVYSdAgAA""",911549036024537088,1,2,0,0,7,24,88,22,6,140,7,0,2,0,0,6,3,0,2
54747537,"""Ich glaube, die @FDP ist an ihrem Gelb gescheitert, das mich ständig an die Postbank erinnert; u das Image ist ja nun wirklich unterirdisch.""",911583465728036864,1,1,2,0,20,4,94,8,0,108,20,0,2,0,0,0,0,0,0
2894955899,"""RT @AfD: ++Anschauen, genießen &amp; verbreiten!++\n\n»Spürst Du das? Es ist das tiefe Heimweh nach DEINEM Land!«… """,911620940462743554,1,0,1,2,17,11,66,21,0,101,17,0,2,0,0,5,0,0,0
804790067059392512,"""RT @littlewisehen: Diesen Wahnsinn wählt man nicht mal als „Protest“. #AfD https://t.co/R9HTozmnKm""",911473508634566656,0,2,0,0,12,9,64,14,1,89,12,0,2,0,0,3,1,0,1
3335572719,"""@MelAmann @Alice_Weidel Behauptungen wie Verachtet die Menschenwürde ohne jeden Beleg dafür. Und ihr wundert euch… https://t.co/2ij7WDdfYx""",911259043829813248,0,2,0,0,16,7,99,14,2,125,16,0,2,0,0,3,0,0,1
194909214,"""RT @FrlLoewenherz: @spdde @MartinSchulz Hat die SPD eigentlich noch andere Themen als AfD? 😂 Hat sie nicht, deshalb werde ich @AfD wählen.""",911314291034345472,1,1,1,0,21,11,90,12,0,116,21,0,2,0,0,0,0,0,0
22463856,"""RT @bartlog: Der Bundestag #brauchtBewegung! Hier sind 11 Gründe, warum Du Demokratie in Bewegung (DiB) wählen solltest #btw17 ✊🎉 https://t…""",911576974891606016,0,0,1,1,20,5,91,18,4,123,20,0,2,1,1,2,2,0,1
303758355,"""#Bonn\nEs gibt ehrliche #Politiker die ohne Manuskript frei reden.\n#FDP\n#Kanzlercheck \n#ChristianLindner https://t.co/yD8anjCC2V""",911263997365760000,0,2,0,0,11,13,90,17,2,123,11,0,2,0,0,3,5,0,1
4588692988,"""RT @faznet: Die #AfD macht mit schlechten Besucherzahlen auf den #Wiesn Wahlkampf, daran werden einige „Faktenfinder“ irre: https://t.co/1x…""",911478005695963136,0,1,1,0,18,6,99,16,1,125,18,0,2,0,0,3,2,0,1
2787770220,"""RT @extra3: Wählen gehen? Ich würde ja gerne. Aber ich ziehe sonntags keine Hosen an. #btw17 https://t.co/F4YwDocq6i""",911569634826100736,0,3,0,0,17,5,75,15,5,102,17,0,2,0,0,3,1,0,1
262222386,"""RT @Hartes_Geld: Linksgurke @von_Sahringen freut sich schon darauf beim #Wahlbetrug mitmachen zu dürfen.\n#BTW17 https://t.co/4dnV89RpGV""",911610730528608257,1,2,0,0,14,13,90,17,5,125,14,0,2,0,0,3,2,0,1
820821059817603072,"""RT @MarinellaSix: #München  „ #Merkel muss weg!“ https://t.co/vQlLlZgOQy via @YouTube""",911329626517114881,0,1,0,1,10,13,49,16,0,77,10,0,2,0,0,3,2,0,1
128627900,"""Durchhalten #AfD #btw17 #gehwaehlen\n#Wahlbeobachter #traudichDeutschland für #Weidel  \nund #Gauland #FreeNikolai ge… https://t.co/4OHcOCqAE3""",911542074847219712,1,1,0,0,12,15,95,19,4,132,12,0,2,0,0,3,8,0,1
348954763,"""@NDRsh Wahlkampfhelferin #Merkel kommt zu Wort: (ಠ益ಠ) \nhttps://t.co/R0htStVGHS\n++TEILEN++ \n#AfD\n#CDU \n#FDP \n#SPD… https://t.co/SjOFVEsrE7""",911602623588872193,1,2,0,0,12,33,62,35,2,134,12,0,2,1,1,10,5,0,2
1045288308,"""RT @dieLinke: Nach 12 Jahren Merkel ist Europa in einem schlechteren Zustand als zuvor. @DietmarBartsch #btw17""",911270612609437696,1,1,0,0,16,5,76,7,4,97,16,0,2,0,0,0,1,0,0
806235525187244033,"""RT @MartinSonneborn: #AfD -Strafanzeige? Wir wußten nichts, wirklich. In den Vorstandssitzungen ist nie darüber gesprochen worden, es wa… """,911292936977084416,0,1,2,0,19,7,101,13,0,122,19,0,2,0,0,1,1,0,0
12602942,"""RT @MartinSonneborn: #AfD -Strafanzeige? Wir wußten nichts, wirklich. In den Vorstandssitzungen ist nie darüber gesprochen worden, es wa… """,911318770475552768,0,1,2,0,19,7,101,13,0,122,19,0,2,0,0,1,1,0,0
1613887051,"""Angela #Merkel @CDU &amp; @MartinSchulz, ich möchte von Ihnen wissen, ob Sie auch in Zukunft das 0,7%-#ODA-Ziel halten werden? #fragendiefehlen""",911324345640906754,0,0,3,0,20,11,94,17,2,126,20,0,2,0,0,4,3,0,0
3435648970,"""RT @heldenstadt: 3 Tage vor der #btw17 liefert die Leipziger CDU nochmal Input für Eure Wahlentscheidung ab. https://t.co/BqpLnfoxuF""",911278008534695941,0,2,0,0,18,7,90,12,3,117,18,0,2,0,0,3,1,0,1
17665358,"""RT @Hartes_Geld: Linksgurke @von_Sahringen freut sich schon darauf beim #Wahlbetrug mitmachen zu dürfen.\n#BTW17 https://t.co/4dnV89RpGV""",911593535568310273,0,2,0,0,14,13,90,17,5,125,14,0,2,0,0,3,2,0,1
905400308150538240,"""@Alice_Weidel\nHabe Abschlussrede gesehen. Danke für ihren Mut und alles Gute am Sonntag! Ich wähle mit 2 Stimmen AFD.""",911596463385432064,0,2,0,1,18,5,81,10,1,103,18,0,2,0,0,0,0,0,0
881525042391154690,"""Die Deutschen wählen #Merkel obwohl sie gar nicht wissen, wofür sie eigentlich steht. Ziemlich krank bzw. Deutsch. #AfD #SPD #Grüne #BTW17""",911586693098196992,1,3,1,0,20,11,90,14,2,117,20,0,2,0,0,0,5,0,0
27227699,"""RT @spdde: Heute um 15 Uhr stellt sich @MartinSchulz auf seiner Facebook-Seite euren Fragen. Was wollt ihr wissen? #72hSPD #EsistZeit""",911577992324886529,0,1,0,0,20,10,87,10,4,116,20,0,2,0,0,1,2,0,0
851723283770859521,"""Die Bundestagswahl wird eine Richtungsenscheidung für die Deutschland. #FREIEWÄHLER #anstaendigeAlternative https://t.co/cbc0ZNCrF8 #btw17""",911315671165947904,1,2,0,0,12,17,94,13,4,129,12,0,2,0,0,3,3,0,1
41019192,"""Vergessen wir ein bisschen die #BTW17 . Ich habe eine gute Nachricht bekommen 😍 https://t.co/Jd1HzxS94U""",911330977875709952,0,2,0,0,15,8,66,10,5,91,15,0,2,0,0,3,1,0,1
58788982,"""RT @AfD: ++Anschauen, genießen &amp; verbreiten!++\n\n»Spürst Du das? Es ist das tiefe Heimweh nach DEINEM Land!«… """,911541463082782720,0,0,1,2,17,11,66,21,0,101,17,0,2,0,0,5,0,0,0
55383126,"""RT @waldfee29: @RAinDiercks Wer so übel polemisiert, wird morgen die Rechnung kriegen und ist ein offener Stalinist... #stoplinks… """,911500402046185473,1,3,1,0,19,5,94,12,2,115,19,0,2,0,0,0,1,1,0
1410789368,"""RT @DeisterPirat: #Pirat verklagt #Russland\nvor dem #EuGH. Klage gegen\nSperre im #Internet.\n\n@Piratenpartei wählen.\n#BTW2017 #BTW17  \n http…""",911259477038583808,1,3,0,0,15,18,87,22,6,133,15,0,2,0,0,0,6,0,1
833405697182294016,"""Warum gibts kein #Panini Sammelalbum zur #BTW17? Das wäre doch mal ein Beitrag zur optischen Politikbildung...""",911560462927572992,0,3,0,0,15,5,75,9,2,94,15,0,2,0,0,0,2,1,0
769659281851424768,"""RT @DrDavidBerger: Jüdisches Lewiki empfiehlt die Wahl der AfD https://t.co/YkBhSjJDjM #AfD #Lewiki #Juden #Islamisierung #Judentum""",911533679725473794,1,1,0,0,15,18,83,15,0,119,15,0,2,0,0,3,5,0,1
707933844448677889,"""RT @SomeXT: Stell Dir vor der Bundestag macht ein Gutachten dass die Regierung die Grenzen wiederrechtlich öffnete - und die GEZ-Sender sch…""",911562106650185728,1,0,0,0,20,8,93,8,0,115,20,0,2,0,0,2,0,0,0
907423082465423360,"""RT @DieterBrehms: Was jedem Bürger nun bewusst wird: #ARD und #ZDF versuchen erneut, alles in den Dreck zu ziehen, was mit der #AfD z… """,911406965607280640,1,0,2,0,25,12,87,12,0,113,25,0,2,0,0,0,3,0,0
1631389628,"""RT @irr_relevant: @HenryMaxim @KrahMax Wer #AfD wählt, wählt Neo-Nazis, Holocaustleugner und Volksverhetzer in den Bundestag! https://t.co/…""",911588471504035840,1,1,2,1,16,9,95,20,0,127,16,0,2,0,0,4,1,0,1
117812595,"""RT @jutta_ditfurth: Gute Frage. #btw17 @iruoyHB https://t.co/MkDN9iyIIV""",911338977969496065,0,2,0,0,7,10,39,13,3,67,7,0,2,0,0,3,1,0,1
255637301,"""RT @DrDavidBerger: Supergau für Merkel: In München kamen hochgedrehte Lautsprecher nicht gegen Hau ab-Rufe an https://t.co/FGOeeNZ4uG #Mü…""",911550819912306688,1,1,0,0,17,13,91,16,1,124,17,0,2,0,0,4,1,0,1
4818145089,"""RT @AliCologne: Bitte geht am Sonntag wählen. Menschen in anderen Ländern lassen ihr Leben im Kampf dafür, das sie ihre Stimme frei abgeben…""",911275486214590464,0,1,1,0,23,4,102,10,0,120,23,0,2,0,0,0,0,0,0
77241851,"""RT @wakoatleast: Und ich hab so meine liebe Not mit der Politik der anderen. #FreuDichAufsNeuland #Piraten #BTW17 https://t.co/DgwqQX0P3x""",911487410193747970,1,2,0,0,17,14,85,13,4,119,17,0,2,0,0,3,3,0,1
2486959000,"""RT @meischer: @cem_oezdemir Die #Afd ist die einzige Partei die sich für mehr direkte Demokratie einsetzt. #klartext #btw17 https://t.co/OI…""",911506601198051329,0,2,0,0,18,5,95,17,2,121,18,0,2,0,0,3,3,0,1
3448073356,"""RT @AfDKompakt: »#AfD fordert Bürger am 24. September zu flächendeckender Wahlbeobachtung auf!« #BTW17 #TrauDichDeutschand ➡️… """,911348180897452032,1,1,0,1,16,13,80,16,4,114,16,0,2,0,0,0,3,0,0
703827083592486912,"""@stopp_merkel @COMPACTMagazin @IBDeutschland @FraukePetry @Beatrix_vStorch @Germans_4Trump @CDU… https://t.co/iQaUMXXha6""",911550169858154497,1,1,0,0,8,25,70,18,2,115,8,0,2,0,0,3,0,0,1
15024479,"""RT @AfD: ++Anschauen, genießen &amp; verbreiten!++\n\n»Spürst Du das? Es ist das tiefe Heimweh nach DEINEM Land!«… """,911607376754569216,0,0,1,2,17,11,66,21,0,101,17,0,2,0,0,5,0,0,0
128627900,"""Durchhalten #AfD #btw17 #gehwaehlen\n#Wahlbeobachter #traudichDeutschland für #Weidel  \nund #Gauland #FreeNikolai ge… https://t.co/RLCqaXpDzL""",911566010167234560,1,1,0,0,12,15,97,19,2,132,12,0,2,0,0,3,8,0,1
700748844405927936,"""Sie selbst outen sich hier als egoistischer Schmarotzer, und wollen erzählen man sei solidarischer, wenn alle so wä… https://t.co/Nv4idu0jWg""",911293281622986753,1,1,2,0,19,3,108,12,2,124,19,0,2,0,0,3,0,0,1
513105392,"""Unbedingt! Das Schweinesystem hat vor, die Wahl zu manipulieren! Daher: den ausgefüllten Wahlzettel unterschreiben https://t.co/TX5MVdzNcP""",911587329063686144,0,1,1,2,15,7,102,12,1,126,15,0,2,0,0,3,0,0,1
2308032804,"""In der #BRD gilt KEINE Wahlpflicht. Vielmehr ist die Nichtteilnahme ein demokratisches #Recht UND eine legitime politische Aussage.\n\n#BTW17""",911535626561949698,0,2,0,0,18,14,95,9,2,126,18,0,2,0,0,0,3,0,0
851453408481554435,"""Eines ist sicher am 24.9.2017: Wahlurne in Deutschland, #FREIEWÄHLER und gut! Herzlichen Dank. #LKOsnabrück… https://t.co/7RiNsHwAxH""",911356165476556800,1,4,1,1,15,20,72,18,8,120,15,0,2,0,0,3,2,0,1
239935634,"""Hey @c_lindner, sorg mal bitte schnell für Studiengebühren.""",911319512603119617,0,1,1,0,8,1,46,8,0,54,8,0,2,0,0,0,0,0,0
856410694182465536,"""@FRYTG @c_lindner @fdp Welche Partei ist dafür nur den Menschen Asyl zu gewähren die auch einen Asylgrund haben ?\n  FDP, CSU oder AFD ?""",911318465448960000,1,0,1,0,24,11,85,12,0,114,24,0,2,0,0,0,0,0,0
1009250894,"""RT @AfD: Merkel verantwortet Terrorattacken, zunehmende sex. Übergriffe, höhere Kriminalität &amp; Mrd.-Ausgaben.\nHol Dir Dein L… """,911274754392412161,1,3,2,0,16,6,90,17,0,118,16,0,2,0,0,2,0,0,0
1556557584,"""RT @RAinDiercks: 1. Werte #AfD-Anhänger, habe mir Euer schönes Wahlprogramm für Euch mal angesehen. Hier die Kurzzusammenfassung #btw17 #bt…""",911318769108209666,0,2,1,0,19,8,95,15,3,124,19,0,2,0,0,1,3,0,0
1591859528,"""RT @RAinDiercks: 1. Werte #AfD-Anhänger, habe mir Euer schönes Wahlprogramm für Euch mal angesehen. Hier die Kurzzusammenfassung #btw17 #bt…""",911540933606375424,0,2,1,0,19,8,95,15,3,124,19,0,2,0,0,1,3,0,0
